   flips   |   errors   
 [1,  1,  0,  1,  1,  0,  0,  0,  0,  1,  1,  1] | [12,  39] 
 [0,  1,  0,  0,  1,  0,  1,  1,  1,  1,  1,  0] | [8,  47] 
 [1,  0,  0,  0,  1,  0,  1,  1,  0,  1,  1,  0] | [11,  39] 
 [0,  1,  0,  1,  0,  0,  0,  0,  0,  0,  0,  1] | [15,  35] 
 [1,  1,  1,  1,  1,  0,  1,  1,  0,  1,  0,  0] | [16,  38] 
 [0,  1,  0,  0,  0,  1,  0,  0,  1,  0,  0,  1] | [13,  34] 
 [0,  1,  1,  1,  1,  0,  1,  1,  0,  0,  1,  0] | [9,  30] 
 [1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0] | [11,  38] 
 [1,  0,  1,  1,  0,  1,  0,  1,  1,  0,  1,  0] | [18,  28] 
 [1,  1,  1,  1,  1,  0,  0,  1,  0,  1,  1,  1] | [15,  44] 
 [0,  0,  0,  0,  1,  1,  1,  1,  0,  1,  0,  1] | [14,  32] 
 [1,  1,  1,  0,  0,  0,  0,  1,  0,  1,  0,  0] | [16,  45] 
 [0,  1,  0,  0,  0,  0,  0,  1,  1,  1,  0,  0] | [12,  39] 
 [1,  1,  1,  1,  1,  0,  1,  0,  0,  1,  1,  0] | [11,  32] 
 [1,  1,  1,  1,  1,  0,  0,  0,  1,  1,  0,  1] | [13,  33] 
 [0,  1,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1] | [14,  39] 
 [0,  0,  0,  1,  0,  1,  1,  0,  0,  0,  0,  0] | [7,  40] 
 [0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1] | [12,  28] 
 [0,  1,  1,  0,  0,  1,  0,  0,  0,  1,  0,  0] | [13,  36] 
 [1,  1,  1,  0,  1,  1,  1,  0,  0,  0,  1,  0] | [7,  39] 
 [0,  1,  1,  0,  0,  1,  1,  0,  1,  0,  0,  1] | [13,  29] 
 [1,  0,  1,  1,  0,  1,  1,  1,  0,  1,  0,  1] | [11,  30] 
 [0,  0,  1,  0,  0,  0,  1,  0,  1,  1,  1,  1] | [18,  29] 
 [0,  0,  0,  1,  0,  1,  1,  1,  1,  0,  0,  1] | [7,  45] 
 [0,  0,  0,  1,  0,  0,  1,  0,  1,  1,  0,  1] | [14,  39] 
 [0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1] | [18,  38] 
 [0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1] | [10,  34] 
 [0,  0,  0,  0,  0,  1,  1,  0,  1,  1,  1,  1] | [11,  51] 
 [0,  1,  1,  1,  1,  0,  1,  0,  1,  1,  1,  0] | [16,  25] 
 [1,  1,  1,  0,  0,  1,  1,  1,  1,  0,  1,  1] | [15,  36] 
 [1,  0,  0,  0,  1,  1,  1,  1,  1,  0,  1,  0] | [15,  39] 
 [0,  1,  0,  1,  0,  0,  1,  0,  1,  1,  1,  0] | [11,  40] 
 [0,  1,  0,  0,  1,  1,  1,  0,  1,  1,  0,  0] | [13,  28] 
 [0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0] | [13,  43] 
 [0,  0,  0,  0,  1,  1,  1,  1,  1,  0,  0,  0] | [14,  41] 
 [1,  0,  1,  0,  0,  1,  0,  0,  1,  0,  1,  1] | [12,  32] 
 [1,  0,  0,  0,  1,  1,  1,  1,  0,  1,  1,  0] | [17,  35] 
 [1,  0,  0,  0,  0,  0,  1,  1,  1,  0,  1,  1] | [17,  40] 
 [0,  1,  0,  0,  0,  0,  0,  1,  0,  1,  1,  0] | [13,  34] 
 [1,  0,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0] | [10,  37] 
 [0,  1,  1,  0,  1,  0,  0,  0,  1,  1,  1,  0] | [23,  34] 
 [0,  1,  0,  0,  0,  0,  1,  1,  1,  1,  1,  1] | [11,  26] 
 [0,  0,  1,  1,  0,  0,  1,  1,  0,  1,  1,  0] | [20,  39] 
 [1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  1,  1] | [16,  44] 
 [0,  1,  1,  1,  0,  1,  1,  0,  0,  0,  1,  0] | [13,  32] 
 [0,  1,  0,  1,  0,  1,  0,  0,  1,  1,  0,  1] | [9,  33] 
 [1,  0,  1,  1,  1,  0,  1,  1,  1,  0,  1,  0] | [11,  37] 
 [1,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  1] | [14,  33] 
 [0,  0,  0,  1,  1,  0,  1,  0,  0,  1,  0,  0] | [11,  38] 
 [1,  1,  1,  0,  1,  0,  0,  0,  0,  1,  0,  0] | [10,  29] 
 [1,  0,  1,  1,  1,  1,  0,  1,  1,  0,  0,  1] | [12,  36] 
 [1,  1,  0,  1,  0,  0,  1,  0,  1,  1,  0,  1] | [17,  42] 
 [0,  1,  1,  0,  0,  0,  1,  0,  0,  0,  1,  1] | [10,  37] 
 [1,  1,  1,  1,  1,  1,  0,  0,  1,  0,  0,  1] | [7,  45] 
 [0,  0,  0,  1,  1,  0,  0,  0,  1,  1,  1,  1] | [6,  39] 
 [0,  1,  1,  0,  1,  1,  1,  1,  1,  1,  0,  1] | [12,  37] 
 [0,  0,  1,  0,  1,  0,  1,  0,  0,  1,  0,  1] | [11,  36] 
 [0,  0,  1,  0,  0,  0,  1,  1,  1,  0,  0,  1] | [18,  32] 
 [1,  1,  0,  1,  1,  1,  0,  1,  0,  0,  1,  0] | [17,  31] 
 [0,  0,  1,  1,  0,  1,  0,  0,  0,  1,  0,  1] | [15,  37] 
 [1,  1,  1,  0,  1,  1,  1,  0,  1,  1,  0,  1] | [6,  35] 
 [0,  1,  0,  0,  1,  1,  1,  0,  0,  1,  1,  0] | [19,  31] 
 [1,  1,  1,  0,  1,  0,  1,  1,  0,  0,  0,  1] | [11,  30] 
 [0,  1,  1,  0,  1,  1,  1,  0,  1,  1,  1,  0] | [9,  41] 
 [0,  1,  1,  0,  0,  1,  0,  1,  0,  0,  0,  0] | [11,  44] 
 [0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1] | [11,  38] 
 [1,  1,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0] | [14,  41] 
 [0,  1,  0,  0,  1,  1,  0,  0,  1,  0,  1,  1] | [8,  33] 
 [0,  1,  1,  0,  0,  1,  0,  0,  1,  0,  0,  1] | [11,  40] 
 [1,  1,  0,  1,  0,  1,  1,  1,  0,  1,  1,  1] | [15,  33] 
 [1,  1,  1,  1,  1,  1,  0,  1,  1,  0,  1,  0] | [16,  31] 
 [1,  0,  1,  1,  0,  0,  0,  1,  0,  1,  0,  1] | [16,  42] 
 [1,  1,  1,  1,  0,  1,  0,  0,  1,  1,  0,  1] | [16,  40] 
 [0,  1,  0,  0,  1,  0,  0,  1,  0,  0,  0,  1] | [5,  39] 
 [0,  1,  0,  1,  0,  1,  1,  0,  0,  1,  1,  0] | [11,  44] 
 [1,  0,  1,  1,  0,  0,  0,  1,  1,  1,  0,  1] | [14,  44] 
 [0,  0,  0,  0,  0,  1,  0,  1,  0,  0,  0,  1] | [8,  46] 
 [1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  1,  1] | [12,  43] 
 [1,  0,  0,  1,  1,  1,  1,  0,  0,  0,  1,  1] | [11,  34] 
 [0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  1,  1] | [15,  34] 
 [0,  1,  1,  1,  1,  1,  0,  1,  1,  1,  0,  0] | [12,  42] 
 [0,  1,  0,  0,  1,  0,  1,  1,  1,  1,  1,  1] | [18,  38] 
 [0,  1,  1,  0,  1,  0,  0,  0,  1,  1,  0,  0] | [14,  45] 
 [1,  0,  0,  0,  1,  0,  1,  1,  0,  1,  0,  1] | [10,  34] 
 [0,  1,  0,  1,  0,  1,  1,  1,  1,  0,  0,  1] | [10,  37] 
 [0,  0,  0,  1,  0,  1,  1,  1,  1,  0,  1,  0] | [17,  30] 
 [0,  1,  0,  1,  0,  0,  1,  0,  0,  1,  0,  0] | [12,  39] 
 [0,  0,  0,  1,  1,  0,  0,  1,  0,  0,  1,  0] | [14,  28] 
 [1,  0,  0,  0,  1,  0,  0,  0,  0,  1,  0,  1] | [16,  39] 
 [1,  0,  1,  1,  0,  0,  0,  0,  1,  0,  1,  0] | [13,  43] 
 [1,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0] | [15,  27] 
 [0,  0,  0,  1,  0,  0,  0,  1,  0,  0,  1,  0] | [14,  47] 
 [0,  1,  0,  0,  1,  1,  0,  0,  1,  0,  1,  0] | [12,  39] 
 [1,  1,  1,  0,  0,  1,  0,  1,  0,  0,  1,  1] | [12,  37] 
 [0,  1,  1,  0,  1,  0,  1,  0,  1,  1,  1,  1] | [13,  39] 
 [0,  1,  0,  1,  0,  1,  0,  0,  1,  0,  1,  1] | [18,  27] 
 [0,  1,  1,  1,  0,  1,  0,  1,  0,  1,  0,  1] | [14,  40] 
 [0,  0,  0,  1,  1,  0,  0,  0,  1,  0,  0,  1] | [11,  36] 
 [1,  0,  1,  1,  0,  0,  0,  0,  1,  0,  0,  1] | [14,  32] 
 [1,  0,  1,  0,  1,  1,  0,  0,  0,  0,  0,  1] | [12,  37] 
 [0,  1,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0] | [11,  48] 
 [1,  1,  0,  0,  1,  0,  1,  0,  1,  1,  0,  0] | [8,  36] 
 [0,  1,  1,  1,  1,  0,  0,  1,  0,  0,  1,  0] | [13,  36] 
 [0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0] | [13,  34] 
 [1,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  1] | [13,  38] 
 [1,  1,  0,  1,  0,  1,  1,  0,  0,  1,  1,  1] | [13,  37] 
 [0,  0,  1,  1,  1,  1,  0,  1,  1,  1,  1,  0] | [11,  35] 
 [1,  0,  1,  0,  0,  0,  0,  0,  0,  1,  1,  1] | [10,  24] 
 [1,  1,  1,  0,  1,  1,  0,  1,  0,  1,  1,  1] | [17,  42] 
 [0,  1,  1,  1,  0,  0,  0,  0,  0,  1,  1,  1] | [16,  42] 
 [0,  1,  1,  0,  1,  1,  0,  1,  0,  0,  0,  0] | [12,  41] 
 [0,  1,  1,  1,  0,  0,  1,  0,  0,  0,  0,  1] | [14,  47] 
 [0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  0] | [8,  46] 
 [0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  1,  0] | [8,  29] 
 [1,  1,  0,  0,  1,  0,  1,  0,  1,  0,  0,  0] | [10,  34] 
 [0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0] | [13,  46] 
 [1,  1,  0,  0,  0,  0,  1,  0,  0,  0,  0,  1] | [12,  32] 
 [0,  1,  1,  1,  0,  0,  0,  0,  1,  1,  0,  1] | [16,  41] 
 [1,  0,  1,  0,  0,  1,  1,  1,  0,  1,  1,  1] | [10,  27] 
 [1,  1,  0,  1,  0,  1,  1,  1,  1,  1,  0,  1] | [9,  40] 
 [1,  1,  0,  1,  1,  0,  1,  0,  1,  0,  0,  1] | [10,  24] 
 [1,  1,  0,  1,  1,  1,  0,  1,  1,  1,  1,  0] | [15,  37] 
 [1,  0,  1,  0,  0,  1,  0,  1,  0,  0,  0,  0] | [14,  33] 
 [1,  0,  0,  0,  0,  1,  0,  0,  1,  0,  1,  0] | [14,  35] 
 [1,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  0] | [7,  33] 
 [1,  0,  0,  0,  0,  1,  1,  1,  0,  1,  1,  0] | [16,  27] 
 [1,  0,  0,  0,  0,  1,  1,  1,  1,  0,  1,  1] | [13,  35] 
 [1,  0,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0] | [18,  45] 
 [1,  0,  0,  1,  0,  0,  1,  0,  1,  0,  1,  0] | [10,  27] 
 [1,  0,  0,  1,  1,  0,  0,  0,  1,  1,  1,  1] | [12,  41] 
 [1,  1,  0,  0,  0,  1,  1,  0,  1,  0,  1,  0] | [10,  43] 
 [1,  1,  1,  0,  1,  0,  0,  1,  1,  1,  1,  0] | [10,  28] 
 [1,  0,  0,  1,  0,  1,  0,  1,  1,  1,  1,  0] | [17,  41] 
 [1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  1] | [10,  39] 
 [1,  0,  0,  1,  0,  1,  0,  0,  0,  1,  0,  0] | [16,  51] 
 [1,  1,  0,  0,  0,  0,  1,  1,  0,  1,  0,  0] | [13,  44] 
 [1,  1,  0,  1,  1,  1,  1,  0,  0,  1,  0,  0] | [9,  30] 
 [1,  0,  0,  1,  0,  1,  1,  0,  1,  0,  1,  1] | [20,  39] 
 [1,  1,  0,  0,  0,  1,  1,  1,  0,  0,  1,  0] | [15,  32] 
 [0,  1,  0,  1,  1,  1,  1,  1,  0,  0,  1,  1] | [11,  34] 
 [1,  1,  1,  0,  0,  1,  0,  0,  1,  0,  1,  1] | [7,  38] 
 [0,  0,  1,  0,  0,  0,  1,  0,  0,  1,  0,  0] | [15,  37] 
 [0,  0,  0,  1,  1,  1,  1,  1,  0,  1,  0,  1] | [9,  31] 
 [1,  1,  1,  1,  1,  0,  1,  0,  0,  0,  1,  1] | [15,  43] 
 [0,  1,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0] | [15,  44] 
 [0,  0,  1,  1,  1,  0,  1,  0,  0,  1,  0,  1] | [13,  34] 
 [1,  0,  0,  1,  0,  0,  0,  1,  1,  0,  1,  0] | [11,  33] 
 [1,  1,  1,  0,  1,  0,  1,  1,  1,  1,  1,  1] | [9,  48] 
 [1,  1,  1,  0,  1,  1,  0,  0,  1,  1,  1,  1] | [16,  25] 
 [1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  1,  1] | [8,  47] 
 [1,  0,  0,  1,  1,  0,  0,  0,  1,  1,  0,  1] | [10,  36] 
 [1,  0,  0,  0,  1,  1,  0,  1,  1,  0,  0,  1] | [15,  43] 
 [1,  1,  1,  1,  0,  0,  1,  0,  1,  0,  1,  0] | [11,  41] 
 [0,  0,  1,  1,  1,  1,  0,  1,  1,  0,  1,  1] | [17,  38] 
 [1,  1,  1,  0,  0,  0,  0,  0,  1,  0,  0,  1] | [10,  25] 
 [0,  1,  0,  0,  0,  1,  1,  0,  1,  1,  0,  1] | [16,  32] 
 [0,  0,  1,  1,  1,  0,  1,  0,  0,  1,  1,  0] | [19,  25] 
 [0,  0,  0,  1,  1,  0,  1,  1,  1,  0,  0,  0] | [16,  32] 
 [0,  0,  0,  0,  0,  1,  0,  1,  0,  1,  0,  0] | [12,  31] 
 [0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  1,  1] | [9,  42] 
 [1,  1,  0,  1,  1,  1,  1,  0,  0,  0,  1,  0] | [13,  40] 
 [1,  1,  0,  1,  0,  1,  0,  0,  1,  0,  1,  1] | [22,  40] 
 [1,  0,  0,  0,  0,  1,  0,  0,  1,  1,  0,  1] | [11,  35] 
 [0,  0,  0,  0,  1,  0,  0,  0,  0,  1,  1,  1] | [11,  43] 
 [0,  1,  0,  0,  0,  1,  0,  1,  0,  1,  1,  0] | [12,  45] 
 [1,  0,  1,  0,  1,  1,  1,  1,  1,  1,  1,  0] | [12,  29] 
 [1,  0,  0,  1,  0,  1,  1,  1,  1,  0,  0,  1] | [19,  38] 
 [1,  0,  1,  0,  1,  1,  1,  0,  1,  1,  1,  1] | [14,  36] 
 [1,  1,  1,  0,  0,  0,  0,  0,  1,  1,  1,  1] | [10,  42] 
 [1,  0,  1,  0,  1,  1,  0,  1,  0,  1,  0,  1] | [12,  41] 
 [0,  0,  0,  0,  0,  0,  1,  0,  1,  1,  1,  1] | [18,  31] 
 [1,  1,  0,  0,  0,  1,  1,  1,  1,  1,  0,  1] | [11,  34] 
 [0,  0,  0,  0,  1,  1,  1,  0,  1,  1,  1,  1] | [20,  37] 
 [1,  1,  0,  0,  1,  1,  0,  0,  0,  1,  1,  1] | [14,  40] 
 [0,  1,  0,  1,  1,  1,  0,  0,  0,  1,  0,  0] | [15,  43] 
 [0,  1,  0,  1,  0,  0,  1,  0,  0,  1,  1,  0] | [9,  45] 
 [0,  0,  1,  0,  1,  0,  0,  0,  0,  1,  0,  0] | [18,  34] 
 [1,  0,  1,  0,  1,  1,  0,  0,  1,  1,  0,  0] | [11,  32] 
 [1,  1,  1,  1,  0,  1,  0,  1,  0,  0,  0,  0] | [8,  45] 
 [0,  1,  0,  0,  0,  1,  0,  0,  0,  0,  1,  0] | [14,  56] 
 [1,  1,  0,  1,  0,  0,  1,  1,  1,  0,  0,  0] | [10,  32] 
 [0,  0,  1,  0,  1,  0,  1,  1,  0,  1,  0,  0] | [5,  43] 
 [1,  1,  0,  1,  0,  0,  0,  1,  1,  0,  1,  0] | [11,  40] 
 [0,  0,  1,  0,  1,  1,  1,  1,  1,  0,  1,  0] | [13,  35] 
 [1,  0,  0,  0,  0,  1,  1,  1,  1,  1,  0,  0] | [21,  32] 
 [0,  0,  1,  0,  0,  1,  1,  1,  0,  1,  1,  0] | [9,  31] 
 [0,  0,  1,  0,  1,  0,  0,  1,  0,  0,  1,  1] | [12,  32] 
 [0,  0,  0,  0,  1,  1,  1,  1,  0,  1,  1,  0] | [12,  37] 
 [1,  1,  1,  0,  0,  1,  1,  0,  1,  0,  0,  1] | [12,  43] 
 [0,  1,  0,  1,  0,  0,  1,  0,  1,  1,  1,  1] | [14,  37] 
 [1,  1,  1,  0,  1,  0,  0,  0,  0,  1,  1,  0] | [14,  38] 
 [1,  1,  0,  0,  1,  0,  1,  1,  1,  1,  1,  0] | [13,  38] 
 [0,  1,  0,  0,  0,  1,  0,  0,  1,  1,  1,  0] | [12,  30] 
 [0,  1,  1,  1,  0,  1,  1,  1,  0,  0,  0,  1] | [12,  35] 
 [0,  1,  1,  1,  1,  0,  1,  1,  1,  1,  1,  1] | [12,  44] 
 [1,  0,  0,  1,  0,  0,  1,  0,  1,  1,  0,  1] | [9,  43] 
 [1,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0] | [8,  36] 
 [1,  0,  1,  0,  0,  0,  0,  1,  1,  1,  1,  1] | [12,  39] 
 [1,  1,  1,  0,  1,  1,  0,  0,  0,  1,  0,  0] | [8,  33] 
 [0,  1,  1,  1,  1,  0,  1,  1,  1,  1,  0,  1] | [12,  42] 
 [1,  1,  0,  0,  0,  1,  1,  1,  1,  0,  0,  1] | [14,  31] 
 [1,  0,  1,  1,  1,  1,  0,  0,  1,  1,  0,  0] | [18,  38] 
 [0,  0,  1,  0,  0,  1,  0,  1,  1,  0,  0,  1] | [7,  29] 
 [1,  1,  0,  0,  0,  1,  1,  1,  0,  0,  0,  0] | [5,  48] 
 [0,  1,  1,  0,  0,  1,  0,  1,  1,  0,  1,  0] | [13,  32] 
 [1,  1,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0] | [15,  27] 
 [1,  0,  0,  1,  0,  0,  1,  0,  0,  1,  1,  0] | [16,  45] 
 [1,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0] | [15,  45] 
 [0,  0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0] | [7,  29] 
 [1,  0,  1,  1,  1,  0,  0,  0,  0,  0,  1,  1] | [18,  42] 
 [0,  0,  1,  1,  0,  1,  1,  0,  0,  0,  1,  0] | [11,  38] 
 [1,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0] | [13,  29] 
 [1,  0,  1,  1,  1,  1,  1,  0,  1,  0,  0,  0] | [21,  40] 
 [1,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0] | [10,  35] 
 [0,  0,  1,  0,  0,  1,  1,  0,  1,  1,  0,  0] | [8,  36] 
 [1,  0,  1,  0,  0,  1,  0,  0,  0,  1,  1,  0] | [5,  31] 
 [1,  1,  1,  0,  1,  1,  0,  0,  1,  1,  1,  0] | [15,  35] 
 [1,  0,  0,  1,  0,  0,  0,  0,  0,  1,  1,  0] | [18,  40] 
 [0,  0,  1,  0,  0,  1,  1,  0,  1,  1,  0,  1] | [7,  31] 
 [0,  0,  0,  1,  1,  0,  0,  1,  1,  1,  0,  1] | [10,  22] 
 [1,  0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0] | [9,  41] 
 [0,  1,  0,  0,  0,  1,  1,  0,  1,  0,  1,  1] | [7,  50] 
 [0,  1,  0,  0,  1,  0,  1,  1,  1,  0,  0,  0] | [12,  31] 
 [1,  1,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0] | [9,  33] 
 [1,  0,  0,  0,  0,  1,  0,  0,  0,  1,  1,  1] | [21,  44] 
 [1,  1,  1,  1,  1,  1,  1,  1,  0,  1,  0,  1] | [14,  34] 
 [1,  0,  1,  0,  0,  0,  0,  1,  0,  1,  0,  0] | [8,  30] 
 [0,  1,  1,  0,  0,  0,  1,  0,  1,  0,  1,  1] | [12,  26] 
 [1,  1,  0,  0,  1,  1,  0,  1,  0,  1,  1,  1] | [7,  32] 
 [1,  1,  1,  1,  1,  1,  0,  0,  0,  1,  0,  0] | [19,  44] 
 [0,  0,  1,  1,  1,  1,  0,  1,  0,  0,  1,  0] | [19,  40] 
 [0,  1,  1,  0,  1,  0,  0,  1,  1,  1,  1,  0] | [9,  45] 
 [0,  1,  1,  0,  1,  0,  1,  1,  1,  1,  1,  0] | [13,  35] 
 [0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0] | [8,  36] 
 [0,  1,  1,  1,  0,  0,  0,  1,  0,  1,  1,  0] | [11,  31] 
 [1,  0,  0,  0,  0,  0,  1,  1,  0,  1,  0,  1] | [12,  31] 
 [1,  1,  0,  0,  0,  1,  1,  0,  1,  1,  1,  0] | [11,  39] 
 [0,  0,  1,  1,  1,  0,  0,  0,  1,  0,  1,  1] | [11,  38] 
 [1,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  1] | [19,  38] 
 [1,  0,  1,  1,  1,  0,  1,  1,  1,  1,  1,  0] | [16,  37] 
 [0,  1,  0,  1,  0,  1,  1,  1,  1,  1,  1,  0] | [8,  38] 
 [0,  1,  0,  0,  1,  0,  1,  0,  1,  0,  0,  0] | [17,  53] 
 [1,  0,  1,  1,  1,  0,  1,  1,  1,  1,  0,  1] | [15,  37] 
 [1,  0,  1,  1,  1,  1,  0,  1,  0,  1,  0,  1] | [12,  34] 
 [0,  0,  0,  1,  0,  0,  0,  1,  0,  0,  0,  0] | [10,  30] 
 [0,  1,  1,  0,  1,  1,  0,  0,  0,  1,  0,  0] | [10,  36] 
 [0,  1,  1,  1,  0,  0,  1,  0,  0,  0,  1,  1] | [20,  40] 
 [0,  0,  1,  1,  0,  1,  0,  0,  0,  1,  1,  0] | [12,  43] 
 [0,  1,  0,  1,  0,  1,  1,  0,  0,  1,  0,  0] | [15,  36] 
 [0,  1,  0,  1,  1,  0,  0,  0,  0,  1,  0,  0] | [7,  47] 
 [1,  0,  1,  0,  0,  1,  0,  0,  0,  1,  1,  1] | [11,  40] 
 [0,  1,  0,  0,  0,  1,  1,  1,  0,  1,  1,  1] | [10,  38] 
 [1,  1,  1,  1,  0,  0,  1,  1,  0,  0,  1,  1] | [10,  33] 
 [0,  1,  0,  1,  1,  1,  0,  0,  0,  0,  0,  1] | [8,  39] 
 [1,  0,  0,  1,  1,  0,  0,  1,  0,  0,  1,  1] | [8,  39] 
 [0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0] | [11,  37] 
 [1,  1,  1,  1,  0,  1,  0,  0,  0,  1,  0,  0] | [16,  41] 
 [1,  0,  1,  0,  1,  1,  0,  1,  0,  0,  1,  1] | [10,  40] 
 [0,  0,  1,  1,  0,  1,  0,  1,  0,  1,  0,  1] | [12,  30] 
 [1,  0,  0,  1,  1,  0,  1,  1,  0,  0,  1,  1] | [10,  41] 
 [1,  1,  0,  1,  0,  0,  1,  1,  0,  1,  1,  0] | [11,  30] 
 [1,  1,  0,  1,  1,  1,  0,  0,  1,  1,  0,  0] | [8,  41] 
 [1,  1,  0,  1,  0,  1,  0,  0,  0,  1,  0,  0] | [13,  38] 
 [0,  1,  0,  1,  0,  0,  1,  1,  1,  0,  0,  0] | [14,  38] 
 [1,  0,  1,  0,  1,  1,  1,  0,  0,  0,  0,  1] | [9,  20] 
 [0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  1] | [13,  34] 
 [0,  1,  0,  1,  0,  0,  0,  0,  1,  1,  1,  1] | [10,  47] 
 [0,  1,  0,  1,  1,  0,  0,  1,  0,  1,  1,  0] | [16,  42] 
 [1,  0,  1,  1,  0,  1,  0,  0,  1,  1,  0,  1] | [14,  43] 
 [1,  0,  0,  1,  1,  1,  0,  0,  1,  1,  0,  0] | [14,  32] 
 [0,  0,  1,  0,  0,  0,  1,  1,  0,  1,  0,  0] | [16,  40] 
 [0,  1,  1,  1,  1,  1,  1,  0,  1,  1,  1,  1] | [10,  36] 
 [1,  1,  1,  0,  1,  1,  0,  0,  0,  0,  1,  1] | [10,  41] 
 [0,  1,  0,  1,  0,  1,  0,  0,  1,  0,  0,  1] | [12,  39] 
 [0,  0,  0,  1,  1,  1,  1,  0,  1,  0,  0,  0] | [9,  31] 
 [1,  1,  1,  0,  1,  0,  1,  1,  0,  1,  1,  1] | [12,  41] 
 [0,  1,  0,  1,  1,  0,  1,  0,  0,  1,  0,  0] | [14,  34] 
 [1,  1,  0,  1,  1,  1,  1,  1,  0,  1,  1,  0] | [12,  38] 
 [0,  0,  0,  0,  1,  1,  0,  1,  0,  0,  1,  0] | [15,  34] 
 [0,  0,  1,  1,  0,  1,  1,  1,  0,  0,  1,  0] | [16,  40] 
 [0,  0,  0,  0,  1,  0,  1,  1,  0,  1,  0,  1] | [15,  40] 
 [1,  1,  0,  0,  0,  0,  1,  1,  1,  1,  1,  0] | [12,  46] 
 [1,  0,  0,  1,  1,  0,  0,  1,  1,  1,  0,  1] | [13,  46] 
 [1,  1,  1,  1,  0,  0,  0,  1,  1,  0,  1,  0] | [7,  31] 
 [0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  1,  0] | [14,  28] 
 [1,  1,  1,  1,  0,  1,  0,  0,  0,  1,  0,  1] | [10,  29] 
 [1,  1,  0,  1,  1,  1,  0,  0,  0,  0,  1,  1] | [15,  37] 
 [0,  0,  1,  1,  0,  0,  1,  1,  1,  0,  1,  1] | [6,  41] 
 [1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  1,  0] | [15,  29] 
 [0,  0,  1,  1,  1,  1,  1,  1,  0,  0,  0,  0] | [9,  30] 
 [1,  1,  1,  1,  0,  0,  0,  0,  1,  1,  0,  1] | [12,  40] 
 [1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  1] | [11,  45] 
 [0,  0,  0,  0,  1,  0,  1,  1,  1,  0,  0,  1] | [5,  40] 
 [1,  0,  1,  1,  0,  1,  0,  0,  1,  0,  0,  1] | [14,  38] 
 [1,  0,  1,  1,  1,  0,  1,  1,  0,  0,  0,  0] | [17,  31] 
 [0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  1,  1] | [12,  24] 
 [0,  1,  1,  1,  0,  0,  0,  1,  0,  0,  0,  1] | [16,  48] 
 [1,  1,  1,  1,  1,  0,  0,  1,  1,  1,  0,  0] | [16,  32] 
 [0,  0,  0,  0,  1,  1,  1,  0,  0,  0,  1,  1] | [11,  26] 
 [0,  0,  0,  1,  0,  1,  1,  1,  0,  1,  1,  1] | [18,  29] 
 [0,  1,  1,  1,  1,  1,  0,  1,  1,  0,  0,  0] | [15,  30] 
 [0,  0,  1,  1,  0,  0,  0,  1,  0,  1,  1,  1] | [14,  31] 
 [0,  0,  1,  0,  0,  0,  1,  1,  0,  1,  1,  0] | [10,  48] 
 [1,  0,  0,  0,  1,  0,  0,  0,  0,  1,  0,  0] | [9,  40] 
